Lunation Number,Date of occurrence,Day of Month,Time of occurrence,Time Difference,Angle of Rays,Eclipse Type 1,Gamma,Magnitude 1,Latitude,Longitude,Eclipse Duration (m)
LN-19373,2025-09,15,12:22:19,6335,73,P,0.5334,1.882,2S,161W,329.84295000000003
LN-19367,2024-03,11,06:23:02,6330,78,T+,0.1781,2.5354,4N,67W,351.40215
LN-19361,2021-09,4,20:01:17,6325,83,T-,-0.2015,2.5174,7S,86E,373.58325
LN-19355,2022-02,28,19:52:28,6320,88,P,0.8783,1.2293,8N,92E,274.90845
LN-19349,2023-08,24,21:14:38,6315,93,P,-0.9461,1.1639,12S,68E,312.53340000000003
LN-19344,2021-01,20,02:05:05,6311,60,N,-1.0973,0.8370000000000001,19N,1W,239.66745
LN-19343,2024-02,18,12:09:44,6310,98,Nb,1.5443,0.0056,13N,152W,20.758650000000003
LN-19338,2020-07,14,08:56:32,6306,65,N,1.141,0.7773,21S,107W,250.5507
LN-19332,2020-01,8,13:32:12,6302,70,T,-0.4386,2.0731,22N,174W,347.87805000000003
LN-19326,2025-07,3,19:53:18,6297,75,T,0.3328,2.2323,23S,88E,333.26340000000005
LN-19320,2025-12,28,17:41:27,6292,80,T+,0.2627,2.4228,24N,122E,381.46065000000004
LN-19314,2020-06,23,12:05:03,6287,85,T,-0.4149,2.0668,24S,155W,316.57575
LN-19308,2020-12,17,16:49:55,6283,90,P,0.9427,1.1806,24N,134E,315.12465000000003
LN-19303,2024-05,14,21:11:34,6278,57,N,1.3895,0.2972,18S,67E,153.43064999999999
LN-19302,2024-06,13,05:05:00,6278,95,N,-1.1607,0.7055,25S,51W,221.1141
LN-19297,2023-11,7,03:23:48,6274,62,N,-1.3072,0.4747,16N,28W,197.0673
LN-19296,2020-12,6,18:28:44,6273,100,N,1.5719999999999998,0.0057,24N,107E,23.24625
LN-19291,2024-05,3,07:01:41,6269,67,P,0.679,1.6292,15S,80W,333.78165
LN-19285,2021-10,26,15:43:29,6264,72,P,-0.5725,1.7972,13N,147E,312.3261
LN-19279,2024-04,22,09:46:51,6259,77,T-,-0.0778,2.7516,13S,121W,387.67965000000004
LN-19273,2025-10,16,07:31:19,6255,82,T+,0.1076,2.6439,10N,90W,330.5685
LN-19267,2021-04,11,10:20:22,6250,87,P,-0.8222,1.381,9S,129W,326.31885
LN-19261,2021-10,5,22:07:34,6245,92,P,0.8187,1.355,6N,51E,294.39465000000007
LN-19256,2021-03,2,04:47:16,6241,59,N,1.1846,0.6821,8N,42W,225.0528
LN-19255,2020-03,31,15:53:13,6240,97,N,-1.5144,0.0871,6S,148E,87.8202
LN-19250,2025-08,26,16:05:12,6236,64,N,-1.2670000000000001,0.5671,11S,145E,227.43675000000002
LN-19244,2021-02,19,19:25:21,6231,69,T,0.4493,2.0144,11N,99E,316.99035
LN-19238,2020-08,14,16:30:29,6227,74,P,-0.5509,1.8869999999999998,15S,139E,364.773
LN-19232,2020-02,8,11:33:57,6222,79,T-,-0.2406,2.4025,14N,143W,330.5685
LN-19226,2020-08,3,18:41:53,6217,84,T+,0.2065,2.5002,17S,106E,369.02265
LN-19220,2023-01,29,00:33:14,6212,89,P,-0.9752,1.0793,17N,21E,277.9143
LN-19214,2025-07,24,03:56:14,6207,94,P,0.9428,1.12,19S,33W,275.32304999999997
LN-19209,2025-12,19,12:20:01,6203,61,N,1.2645,0.5893,25N,159W,235.93604999999997
LN-19203,2025-06,14,12:33:07,6199,66,P,-0.8677,1.2356,24S,163W,271.488
LN-19197,2025-12,8,11:21:40,6194,71,P,0.5926,1.8195,24N,146W,360.10875
LN-19191,2020-06,3,04:56:53,6189,76,T-,-0.1365,2.5905,23S,50W,338.75685
LN-19185,2025-11,26,14:51:16,6184,81,T-,-0.115,2.6705,21N,161E,363.7365
LN-19179,2025-05,23,16:21:54,6179,86,P,0.6578,1.661,20S,139E,330.5685
LN-19173,2021-11,16,01:40:11,6175,91,P,-0.789,1.406,18N,2W,293.2545
LN-19168,2021-04,13,05:16:32,6171,58,N,-1.4006,0.3265,11S,54W,179.55045
LN-19167,2025-05,12,20:31:53,6170,96,N,1.4616,0.2085,17S,76E,143.68755
LN-19162,2020-10,7,06:51:37,6166,63,N,1.2254,0.5946,7N,80W,204.21914999999998
LN-19161,2020-11,5,16:56:38,6165,101,N,-1.4212,0.2344,15N,128E,131.5605
LN-19156,2022-04,2,06:33:15,6161,68,P,-0.6418,1.7075,6S,72W,344.35395000000005
LN-19150,2024-09,26,20:22:09,6156,73,P,0.5664,1.8247,2N,78E,328.80645000000004
LN-19144,2020-03,21,14:02:47,6151,78,T+,0.1304,2.6198,1S,177E,350.6766
LN-19138,2020-09,15,03:27:27,6147,83,T-,-0.1592,2.5982,3S,28W,376.48545
LN-19132,2022-03,11,03:58:27,6142,88,P,0.8392,1.2988,4N,31W,279.67634999999996
LN-19126,2025-09,4,04:17:10,6137,93,P,-0.8927,1.2637,8S,39W,322.4838
LN-19121,2023-01,30,10:38:22,6133,60,N,-1.1136,0.807,16N,130W,236.55795
LN-19120,2023-02,28,20:27:21,6132,98,N,1.5172,0.0544,9N,83E,64.49895000000001
LN-19115,2020-07,25,15:56:55,6128,65,N,1.2076,0.6543,19S,147E,231.79004999999998
LN-19109,2021-01,19,21:51:55,6123,70,T,-0.4502,2.0524,20N,61E,348.29265
LN-19103,2024-07,15,03:14:53,6119,75,T,0.4025,2.1038,21S,23W,328.4955
LN-19097,2024-01,9,01:42:52,6114,80,T+,0.2531,2.4403,22N,3E,382.49715000000003
LN-19091,2025-07,3,19:34:25,6109,85,T,-0.3426,2.1997,23S,92E,320.30715000000004
LN-19085,2023-12,28,00:50:43,6104,90,P,0.9344,1.1947,24N,14E,316.0575
LN-19080,2025-05,25,04:24:55,6100,57,N,1.4663,0.1575,20S,42W,113.52539999999999
LN-19079,2024-06,23,12:26:22,6100,95,N,-1.0911,0.8345,25S,162W,238.11270000000002
LN-19074,2025-11,17,11:53:00,6096,62,N,-1.3095,0.4696,18N,155W,195.51254999999998
LN-19073,2023-12,17,02:49:24,6095,100,N,1.5642,0.0185,25N,17W,41.90325
LN-19068,2023-05,14,13:50:08,6091,67,P,0.7592,1.483,18S,176E,325.28234999999995
LN-19062,2022-11,7,00:25:45,6086,72,P,-0.5804,1.7827,16N,16E,311.18595
LN-19056,2020-05,3,16:18:09,6081,77,T+,0.0033,2.8877,16S,139E,388.1979
LN-19050,2025-10,27,16:10:32,6076,82,T+,0.0941,2.6702,13N,139E,331.29404999999997
LN-19044,2025-04,21,17:05:19,6072,87,P,-0.7478,1.5153,13S,128E,335.44005
LN-19038,2022-10,16,06:27:57,6067,92,P,0.8021,1.3882,10N,75W,298.02240000000006
LN-19033,2022-03,12,12:39:38,6063,59,N,1.2219,0.6105,4N,161W,213.54764999999998
LN-19032,2024-04,10,23:11:45,6062,97,N,-1.4503,0.2016,10S,37E,131.66415
LN-19027,2020-09,5,23:17:33,6058,64,N,-1.3191,0.4745,7S,36E,210.64545
LN-19026,2022-10,5,14:59:50,6057,102,Nb,1.5718,0.0033,7N,157E,17.856450000000002
LN-19021,2024-03,2,03:40:50,6053,69,P,0.48200000000000004,1.9527,7N,26W,314.1918
LN-19015,2020-08,25,23:25:23,6049,74,P,-0.6119,1.7763,11S,34E,358.86495
LN-19009,2024-02,19,19:55:45,6044,79,T-,-0.2149,2.449,11N,90E,331.91595000000007
LN-19003,2020-08,15,01:48:36,6039,84,T+,0.1421,2.6183,14S,1W,369.64455
LN-18997,2022-02,9,08:45:14,6034,89,P,-0.9576,1.1119,14N,102W,281.95665
LN-18991,2020-08,3,11:22:45,6029,94,P,0.8765,1.2413,17S,145W,285.06615
LN-18986,2023-12,29,20:21:47,6025,61,N,1.2725,0.5744,24N,82E,233.5521
LN-18980,2021-06,24,20:00:37,6021,66,P,-0.9402,1.103,25S,85E,260.5011
LN-18974,2020-12,18,19:28:13,6016,71,P,0.5967,1.8108,24N,93E,358.86495
LN-18968,2022-06,14,12:12:10,6011,76,T-,-0.2126,2.4523,24S,159W,338.13495
LN-18962,2022-12,7,23:20:07,6006,81,T-,-0.113,2.6729,23N,34E,362.38905
LN-18956,2022-06,3,23:10:33,6001,86,P,0.5792,1.8068,22S,36E,340.00065000000006
LN-18950,2021-11,27,10:26:19,5997,91,P,-0.7846,1.4134,21N,134W,293.0472
LN-18945,2023-04,23,11:53:18,5993,58,N,-1.4732,0.1919,14S,155W,139.23059999999998
LN-18944,2023-05,23,02:58:54,5992,96,N,1.381,0.3565,20S,21W,185.76945
LN-18939,2025-10,17,15:22:37,5988,63,N,1.2442,0.562,11N,151E,199.55489999999998
LN-18938,2021-11,16,01:45:15,5987,101,N,-1.4158,0.2451,18N,4W,134.4627
LN-18933,2020-04,12,13:32:05,5983,68,P,-0.7049,1.5888,10S,178W,335.5437
LN-18927,2020-10,7,04:29:25,5978,73,P,0.5925,1.7797,7N,46W,328.08090000000004
LN-18921,2024-04,1,21:36:16,5974,78,T+,0.0768,2.7151,5S,62E,349.74375
LN-18915,2024-09,26,11:00:41,5969,83,T-,-0.1234,2.6668,2N,142W,378.86940000000004
LN-18909,2020-03,22,11:56:40,5964,88,P,0.7934,1.3805,0S,152W,284.9625
LN-18903,2025-09,15,11:29:32,5959,93,P,-0.8472,1.3489,3S,149W,330.3612
LN-18898,2020-02,10,19:01:59,5955,60,N,-1.1372,0.7634,13N,103E,231.6864
LN-18897,2020-03,11,04:34:10,5955,98,N,1.4822,0.1178,5N,41W,94.55744999999999
LN-18892,2021-08,4,23:06:07,5951,65,N,1.2677,0.5436,16S,39E,212.82209999999998
LN-18891,2020-09,3,12:30:19,5950,103,N,-1.5287,0.0828,8S,163W,89.68589999999999
LN-18886,2024-01,30,06:02:55,5946,70,P,-0.46799999999999997,2.0201,17N,62W,348.18899999999996
LN-18880,2021-07,25,10:42:42,5941,75,T,0.4675,1.984,19S,135W,323.313
LN-18874,2021-01,19,09:38:27,5936,80,T+,0.2394,2.4653,20N,116W,383.6373
LN-18868,2023-07,15,03:06:47,5932,85,T,-0.2731,2.3280000000000003,22S,21W,323.41665
LN-18862,2024-01,8,08:49:33,5927,90,P,0.9242,1.2121,23N,105W,317.19765
LN-18857,2021-06,5,11:32:25,5923,57,Ne,1.5465,0.0118,21S,149W,31.538249999999998
LN-18856,2024-07,4,19:46:13,5922,95,P,-1.021,0.965,24S,88E,253.34924999999998
LN-18851,2024-11,28,20:27:36,5918,62,N,-1.3082,0.4709,21N,76E,195.09795000000003
LN-18850,2023-12,28,11:11:04,5917,100,N,1.5564,0.0307,25N,142W,53.71934999999999
LN-18845,2023-05,24,20:32:20,5913,67,P,0.8431,1.3302,20S,75E,314.6064
LN-18839,2023-11,17,09:12:48,5908,72,P,-0.5846,1.7749,19N,116W,310.2531
LN-18833,2024-05,13,22:45:17,5904,77,T+,0.0875,2.7327,19S,42E,387.67965000000004
LN-18827,2023-11,7,00:54:50,5899,82,T+,0.0854,2.6876,17N,7E,331.91595000000007
LN-18821,2024-05,2,23:47:14,5894,87,P,-0.6698,1.656,16S,26E,343.62840000000006
LN-18815,2023-10,27,14:52:48,5889,92,P,0.7899,1.4132,14N,157E,301.02825
LN-18810,2020-03,23,20:26:33,5886,59,N,1.2643,0.5298,0S,80E,199.65855
LN-18809,2022-04,22,06:26:26,5885,97,N,-1.3821,0.3238,14S,73W,164.21025
LN-18804,2022-09,17,06:37:00,5881,64,N,-1.3647,0.3935,3S,76W,193.85415
LN-18803,2020-10,16,22:54:35,5880,102,N,1.5537,0.0393,11N,37E,61.59675
LN-18798,2023-03,12,11:47:44,5876,69,P,0.522,1.8775,3N,150W,310.6677
LN-18792,2020-09,5,06:30:36,5871,74,P,-0.6646,1.6808,7S,74W,353.16420000000005
LN-18786,2023-03,2,04:08:15,5866,79,T-,-0.1818,2.5093,6N,34W,333.36705
LN-18780,2022-08,25,09:05:22,5862,84,T+,0.0851,2.7227,10S,112W,369.43724999999995
LN-18774,2020-02,19,16:47:26,5857,89,P,-0.9326,1.1578,10N,136E,287.2428
LN-18768,2022-08,14,18:57:45,5852,94,P,0.8163,1.3516,13S,100E,292.83990000000006
LN-18763,2021-01,10,04:18:09,5848,61,N,1.2846,0.552,23N,37W,229.61339999999998
LN-18757,2023-07,6,03:28:49,5844,66,P,-1.012,0.9721,24S,27W,248.2704
LN-18756,2021-08,4,10:31:02,5843,104,N,1.492,0.094,16S,133W,84.19244999999998
LN-18751,2020-12,30,03:33:13,5839,71,P,0.6026,1.7984,24N,27W,357.3102
LN-18745,2024-06,24,19:26:05,5834,76,T,-0.2892,2.3137,24S,93E,336.68385
LN-18739,2025-12,18,07:49:08,5829,81,T-,-0.1102,2.6762,24N,93W,360.93795
LN-18733,2023-06,14,05:56:53,5825,86,P,0.4992,1.9553,23S,66W,348.49995
LN-18727,2022-12,7,19:15:13,5820,91,P,-0.7819,1.4174,22N,94E,292.63259999999997
LN-18722,2025-05,4,18:23:37,5816,58,Ne,-1.5503,0.0493,18S,107E,71.33985000000001
LN-18721,2023-06,3,09:21:48,5815,96,N,1.2971,0.511,21S,117W,219.55935
LN-18716,2022-10,28,23:59:43,5811,63,N,1.258,0.5388,15N,20E,196.34175
LN-18715,2024-11,27,10:37:44,5810,101,N,-1.4138,0.2493,20N,137W,135.60285
LN-18710,2020-04,23,20:25:16,5806,68,P,-0.7733,1.4605,14S,77E,325.17870000000005
LN-18704,2025-10,18,12:43:16,5802,73,P,0.6122,1.7466,11N,170W,327.76995
LN-18698,2022-04,12,05:03:16,5797,78,T+,0.017,2.8218,9S,52W,348.3963
LN-18692,2020-10,6,18:42:13,5792,83,T-,-0.0953,2.7213,6N,101E,380.9424
LN-18686,2025-04,1,19:48:58,5787,88,P,0.7426,1.4719,5S,88E,290.45595000000003
LN-18680,2021-09,25,18:49:56,5783,93,P,-0.8081,1.4222,1N,100E,336.5802
LN-18675,2020-02,21,03:18:45,5779,60,N,-1.166,0.7104,9N,22W,225.15645
LN-18674,2025-03,22,12:34:42,5778,98,N,1.4425,0.1898,0N,162W,119.43345
LN-18669,2024-08,16,06:23:31,5774,65,N,1.3217,0.4442,12S,72W,193.5432
LN-18668,2023-09,14,19:57:05,5773,103,N,-1.4826,0.1675,4S,84E,126.27435
LN-18663,2020-02,10,14:06:05,5769,70,P,-0.4915,1.9771,13N,177E,347.46345
LN-18657,2025-08,5,18:16:35,5765,75,P,0.5281,1.8727,16S,111E,317.92320000000007
LN-18651,2024-01,30,17:26:12,5760,80,T+,0.2197,2.5008,17N,127E,384.77745000000004
LN-18645,2021-07,25,10:44:18,5755,85,T-,-0.2078,2.4487,20S,136W,325.8006
LN-18639,2023-01,18,16:41:33,5750,90,P,0.9082,1.2397,21N,137E,319.16700000000003
LN-18633,2022-07,15,03:10:25,5746,95,P,-0.955,1.0881,23S,23W,266.40915000000007
LN-18628,2023-12,9,05:03:29,5742,62,N,-1.3062,0.4732,22N,53W,194.78699999999998
LN-18627,2020-01,7,19:29:20,5741,100,N,1.5456,0.0483,24N,94E,67.0902
LN-18622,2022-06,5,03:11:03,5737,67,P,0.9285,1.1747,22S,25W,301.9611
LN-18616,2024-11,28,18:02:34,5732,72,P,-0.5869,1.7704,21N,111E,309.52755
LN-18610,2024-05,25,05:07:40,5727,77,T+,0.1752,2.5715,21S,55W,385.9176
LN-18604,2022-11,18,09:43:17,5723,82,T+,0.08,2.6985,20N,125W,332.53785
LN-18598,2024-05,13,06:24:02,5718,87,P,-0.5867,1.8065,19S,74W,350.88390000000004
LN-18592,2025-11,6,23:23:50,5713,92,P,0.7834,1.4275,18N,29E,303.2049
LN-18587,2025-04,3,04:06:04,5709,59,N,1.3134,0.4369,5S,36W,182.14170000000001
LN-18586,2021-05,2,13:36:41,5709,97,N,-1.3090000000000002,0.4552,17S,178E,191.4702
LN-18581,2021-09,27,14:04:31,5705,64,N,-1.4031,0.3256,1N,171E,177.9957
LN-18580,2021-10,27,06:55:24,5704,102,N,1.5411,0.0652,15N,84W,79.5282
LN-18575,2023-03,23,19:47:39,5700,69,P,0.5681,1.7911,1S,89E,306.5217
LN-18569,2022-09,16,13:45:04,5695,74,P,-0.71,1.5988,3S,176E,347.7744
LN-18563,2024-03,13,12:12:02,5691,79,T-,-0.1419,2.582,2N,157W,334.92179999999996
LN-18557,2024-09,5,16:31:35,5686,84,T+,0.035,2.8146,6S,135E,368.7117
LN-18551,2023-03,2,00:40:27,5681,89,P,-0.9011,1.2156,6N,16E,293.46180000000004
LN-18545,2021-08,25,02:41:11,5676,94,P,0.7623,1.4506,10S,17W,298.95525
LN-18540,2022-01,20,12:08:52,5672,61,N,1.3008,0.5214,21N,154W,223.809
LN-18534,2023-07,16,11:01:18,5667,66,N,-1.0801,0.8482,22S,141W,235.2105
LN-18533,2020-08,14,18:18:54,5667,104,N,1.4366,0.1966,13S,109E,120.5736
LN-18528,2025-01,9,11:36:08,5663,71,P,0.6109,1.7814,22N,147W,355.34085
LN-18522,2023-07,6,02:40:41,5658,76,T,-0.3643,2.1778,23S,16W,334.61085
LN-18516,2021-12,29,16:17:46,5653,81,T-,-0.1063,2.6813,23N,141E,359.5905
LN-18510,2025-06,25,12:42:21,5648,86,T,0.4191,2.1042,23S,167W,355.8591
LN-18504,2021-12,19,04:03:22,5644,91,P,-0.7784,1.4227,23N,37W,292.218
LN-18498,2025-06,13,15:44:17,5639,96,N,1.2125,0.6668,22S,147E,247.33754999999996
LN-18493,2023-11,8,08:41:40,5635,63,N,1.2677,0.5226,19N,111W,194.1651
LN-18492,2023-12,7,19:30:38,5634,101,N,-1.4123,0.2524,22N,90E,136.53570000000002
LN-18487,2023-05,4,03:15:22,5630,68,P,-0.8448,1.3269,17S,27W,313.46625
LN-18481,2023-10,28,21:01:51,5625,73,P,0.6272,1.7217,15N,64E,327.8736
LN-18475,2021-04,23,12:25:55,5620,78,T-,-0.0474,2.7633,13S,164W,346.5306
LN-18469,2020-10,18,02:30:34,5616,83,T-,-0.0733,2.7643,10N,18W,382.70445
LN-18463,2024-04,13,03:32:37,5611,88,P,0.6842,1.5772,9S,30W,296.26035
LN-18457,2023-10,7,02:20:32,5606,93,P,-0.7769,1.4809,5N,14W,341.3481
LN-18452,2025-03,3,11:24:46,5602,60,N,-1.2031,0.642,5N,145W,216.03525
LN-18451,2020-04,1,20:25:03,5601,98,N,1.3949,0.2765,4S,78E,143.27295
LN-18446,2020-08,26,13:51:10,5597,65,N,1.3683,0.3585,9S,175E,174.6789
LN-18445,2021-09,25,03:35:20,5597,103,N,-1.4447,0.2374,0N,32W,149.07735
LN-18440,2025-02,20,21:58:17,5593,70,P,-0.5232,1.919,10N,57E,346.01234999999997
LN-18434,2025-08,16,01:58:44,5588,75,P,0.5824,1.7732,13S,6W,312.63705000000004
LN-18428,2020-02,10,01:06:17,5583,80,T+,0.1942,2.5468,14N,11E,385.9176
LN-18422,2025-08,5,18:25:38,5578,85,T-,-0.146,2.5633,17S,108E,327.56265
LN-18416,2020-01,30,00:29:38,5573,90,P,0.8886,1.2736,18N,20E,321.55095
LN-18410,2023-07,26,10:36:11,5569,95,P,-0.8912,1.2075,20S,135W,278.01795000000004
LN-18405,2024-12,20,13:40:30,5565,62,N,-1.3042,0.4752,22N,179E,194.47605
LN-18404,2025-01,19,03:44:14,5564,100,N,1.5313,0.0719,22N,29W,81.29024999999999
LN-18399,2022-06,15,09:47:02,5560,67,Nx,1.0151,1.0175,23S,124W,286.82820000000004
LN-18393,2024-12,9,02:54:28,5555,72,P,-0.5877,1.7684,23N,21W,309.0093
LN-18387,2024-06,4,11:29:13,5550,77,T+,0.2636,2.4091,22S,150W,382.91175
LN-18381,2024-11,28,18:33:24,5546,82,T+,0.0764,2.7060000000000004,22N,103E,333.15975000000003
LN-18375,2024-05,24,13:00:56,5541,87,P,-0.5027,1.9586,22S,174W,356.99925
LN-18369,2020-11,18,07:57:20,5536,92,P,0.7797,1.4365,21N,99W,305.0706
LN-18364,2023-04,14,11:39:47,5532,59,N,1.3677,0.3345,9S,152W,160.27155
LN-18363,2020-05,13,20:43:57,5531,97,N,-1.2324,0.5933,20S,70E,214.68779999999998
LN-18358,2025-10,8,21:39:41,5527,64,N,-1.4348,0.27,6N,56E,163.38105
LN-18357,2023-11,7,15:00:56,5527,102,N,1.5328,0.0829,18N,154E,89.8932
LN-18352,2023-04,3,03:39:59,5523,69,P,0.6205,1.6935,5S,31W,301.44285
LN-18346,2023-09,26,21:09:37,5518,74,P,-0.7473,1.5314,2N,64E,342.90284999999994
LN-18340,2021-03,23,20:06:37,5513,79,T-,-0.0949,2.6679,2S,83E,336.3729
LN-18334,2022-09,16,00:08:53,5508,84,T-,-0.0065,2.867,2S,19E,367.6752
LN-18328,2023-03,13,08:23:11,5504,89,P,-0.862,1.2876,2N,101W,300.61365
LN-18322,2022-09,5,10:33:20,5499,94,P,0.715,1.5376,6S,136W,303.8268
LN-18317,2020-01,31,19:52:03,5495,61,N,1.3228,0.48,18N,90E,215.62064999999998
LN-18311,2020-07,27,18:37:31,5490,66,N,-1.1451,0.7305,20S,105E,221.32139999999998
LN-18310,2023-08,26,02:14:07,5489,104,N,1.3869999999999998,0.2888,9S,11W,144.93135
LN-18305,2024-01,20,19:32:49,5485,71,P,0.6247,1.754,20N,94E,352.64595
LN-18299,2024-07,16,09:57:30,5481,76,T,-0.4368,2.0473,22S,126W,331.8123
LN-18293,2024-01,9,00:43:42,5476,81,T-,-0.0994,2.6917,22N,15E,358.03575
LN-18287,2022-07,5,19:28:10,5471,86,T,0.3402,2.2513,23S,91E,362.18174999999997
LN-18281,2024-12,29,12:50:36,5466,91,P,-0.7739,1.4296,22N,168W,292.01070000000004
LN-18275,2021-06,24,22:06:12,5462,96,N,1.1271,0.8243,23S,51E,271.07340000000005
LN-18270,2023-11,19,17:27:50,5458,63,N,1.2737,0.5132,21N,118E,193.02495
LN-18269,2025-12,19,04:24:18,5457,101,N,-1.412,0.2531,22N,43W,136.743
LN-18264,2023-05,15,10:00:51,5453,68,P,-0.9205,1.1856,20S,129W,299.6808
LN-18258,2025-11,9,05:26:03,5448,73,P,0.6368,1.7065,18N,62W,328.4955
LN-18252,2021-05,3,19:44:18,5444,78,T-,-0.1162,2.6345,16S,85E,344.14665
LN-18246,2024-10,28,10:24:53,5439,83,T-,-0.0569,2.7968,14N,137W,384.2592
LN-18240,2021-04,23,11:12:15,5434,88,P,0.6221,1.6895,12S,146W,301.85745
LN-18234,2021-10,17,09:59:06,5429,93,P,-0.7519,1.528,9N,130W,344.8722
LN-18229,2021-03,14,19:23:31,5425,60,N,-1.2455,0.5642,1N,94E,204.63375
LN-18228,2023-04,13,04:09:35,5425,98,N,1.3433,0.3709,8S,40W,164.7285
LN-18223,2022-09,6,21:27:13,5421,65,N,1.4087,0.2843,5S,60E,156.12554999999998
LN-18222,2020-10,6,11:21:56,5420,103,N,-1.4128,0.2961,5N,150W,165.1431
LN-18217,2021-03,4,05:41:46,5416,70,P,-0.561,1.8496,5N,60W,343.83570000000003
LN-18211,2020-08,27,09:48:54,5411,75,P,0.6303,1.6857,9S,125W,307.55820000000006
LN-18205,2022-02,21,08:35:33,5406,80,T+,0.1605,2.6077,10N,102W,387.05775
LN-18199,2025-08,16,02:14:41,5402,85,T-,-0.0909,2.6657,14S,11W,328.80645000000004
LN-18193,2024-02,9,08:09:09,5397,90,P,0.8621,1.3199,15N,95W,324.7641
LN-18187,2022-08,5,18:07:29,5392,95,P,-0.8326,1.3176,17S,112E,287.96835
LN-18182,2020-12,30,22:14:57,5388,62,N,-1.3046,0.4724,22N,51E,193.23225
LN-18181,2024-01,29,11:53:03,5388,100,N,1.5117,0.105,19N,151W,97.5633
LN-18176,2020-06,26,16:23:02,5384,67,N,1.1001,0.8632,23S,137E,269.41499999999996
LN-18170,2025-12,20,11:45:39,5379,72,P,-0.5893,1.7645,23N,153W,308.28375
LN-18164,2020-06,15,17:48:24,5374,77,T,0.3536,2.244,23S,115E,378.4548
LN-18158,2021-12,10,03:25:05,5369,82,T+,0.0746,2.7102,23N,30W,333.678
LN-18152,2021-06,3,19:36:27,5365,87,T,-0.4168,2.1145,23S,87E,361.87080000000003
LN-18146,2024-11,28,16:33:14,5360,92,P,0.7789,1.4398,23N,132E,306.41805
LN-18141,2022-04,24,19:08:13,5356,59,N,1.4266,0.2241,12S,95E,132.07874999999999
LN-18140,2022-05,24,03:49:59,5355,97,N,-1.1538,0.7354,22S,37W,234.69225
LN-18135,2021-10,19,05:23:14,5351,64,N,-1.4587,0.2283,10N,61W,151.15035
LN-18134,2024-11,17,23:11:15,5351,102,N,1.5291,0.0916,21N,31E,94.6611
LN-18129,2020-04,14,11:25:38,5347,69,P,0.6786,1.5855,9S,149W,295.43115
LN-18123,2024-10,8,04:43:19,5342,74,P,-0.7773,1.4772,6N,51W,338.54955
LN-18117,2021-04,4,03:53:12,5337,79,T-,-0.0418,2.7651,6S,36W,337.61670000000004
LN-18111,2025-09,27,07:56:26,5332,84,T-,-0.0406,2.8044,2N,99W,366.43140000000005
LN-18105,2025-03,23,15:55:39,5328,89,P,-0.8153,1.3734,3S,144E,308.49105
LN-18099,2022-09,15,18:35:11,5323,94,P,0.6749,1.6114,2S,102E,307.45455000000004
LN-18094,2020-02,11,03:27:52,5319,61,N,1.3504,0.4279,14N,25W,204.5301
LN-18088,2024-08,7,02:18:44,5314,66,N,-1.2056,0.6212,17S,11W,206.70675
LN-18087,2020-09,5,10:16:09,5314,104,N,1.3429,0.371,5S,133W,163.0701
LN-18082,2022-01,31,03:25:09,5310,71,P,0.6425,1.7187,17N,25W,349.4328
LN-18076,2023-07,27,17:17:25,5305,76,P,-0.5058,1.9232,20S,124E,328.4955
LN-18070,2023-01,20,09:05:32,5300,81,T-,-0.0884,2.7093,20N,111W,356.58465
LN-18064,2020-07,17,02:15:12,5295,86,T+,0.2631,2.3952,21S,11W,367.4679
LN-18058,2020-01,9,21:34:15,5291,91,P,-0.7661,1.4423,21N,61E,292.11435
LN-18052,2023-07,5,04:31:16,5286,96,N,1.0439,0.9779,22S,46W,290.9742
LN-18047,2025-11,30,02:14:49,5282,63,N,1.2789,0.5048,24N,14W,191.98845
LN-18046,2021-12,29,13:14:13,5281,101,N,-1.4089,0.2586,22N,175W,138.29775
LN-18041,2022-05,25,16:46:38,5277,68,P,-0.9967,1.0436,22S,129E,284.23695000000004
LN-18035,2020-11,19,13:52:58,5273,73,P,0.6438,1.6959,21N,171E,329.22105
LN-18029,2021-05,15,02:59:39,5268,78,T-,-0.1884,2.4998,19S,25W,341.03715000000005
LN-18023,2023-11,8,18:24:22,5263,83,T-,-0.0452,2.8203,17N,102E,385.60665000000006
LN-18017,2020-05,4,18:45:44,5259,88,P,0.5545,1.8123,16S,99E,307.3509
LN-18011,2022-10,28,17:46:25,5254,93,P,-0.7338,1.5619999999999998,13N,112E,347.25615000000005
LN-18006,2022-03,25,03:10:43,5250,60,N,-1.2964,0.4706,4S,25W,189.18989999999997
LN-18005,2023-04,23,11:45:05,5249,98,N,1.2848,0.4781,12S,155W,185.45850000000002
LN-18000,2021-09,17,05:14:51,5245,65,N,1.4406,0.2256,0S,59W,139.33425
LN-17999,2023-10,16,19:19:38,5244,103,N,-1.3888,0.3401,9N,89E,175.81905
LN-17994,2023-03,14,13:14:23,5241,70,P,-0.6067,1.7657,1N,175W,340.62255
LN-17988,2024-09,6,17:47:10,5236,75,P,0.6719,1.6097,5S,114E,302.7903
LN-17982,2024-03,3,15:56:24,5231,80,T+,0.1203,2.6804,6N,146E,388.09425
LN-17976,2024-08,27,10:09:38,5226,85,T-,-0.0411,2.7588,10S,131W,329.73929999999996
LN-17970,2020-02,20,15:41:42,5222,90,P,0.8290000000000001,1.3780000000000001,11N,150E,328.7028
